ID,이름(영),슬롯,DEF,카드슬롯,필요레벨,무게,구매가,판매가,정련,사용직업,효과(요약)
2436,Combat Boots,신발,3,1,80,0,10,0,○,"복사, 궁수, BardDancer, 헌터, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드","MDEF+1, MaxHP+100"
2437,Battle Boots,신발,3,1,80,0,10,0,○,건슬링거,"MDEF+1, MaxHP+100"
2438,Paw Of Cat,신발,0,0,80,30,10,0,○,전직업,"AGI+1, FLEE+5"
2444,Glorious Shoes,신발,0,0,81,0,20,0,○,All,"bonus bMaxHPRate,10;
bonus2 bSubRace,RC_DemiHuman,4;
bonus2 bSubRace,RC_Player_H"
2423,Variant Shoes,신발,3,0,85,50,20,0,○,All,"bonus bMaxHPRate,20-getrefine();
bonus bMaxSPRate,20-getrefine();
bonus bDef,get"
2449,Variant Shoes,신발,3,0,85,50,20,0,○,All,"bonus bMaxHPRate,20-getrefine();
bonus bMaxSPRate,20-getrefine();
bonus bDef,get"
2410,Sleipnir,신발,5,0,94,350,20,0,×,전직업,MDEF+10
2607,Clip,악세서리,0,1,0,10,30000,0,×,전직업,MaxSP+10
2609,Skull Ring,악세서리,0,0,0,10,10000,0,×,전직업,
2610,Gold Ring,악세서리,0,0,0,10,30000,0,×,전직업,
2611,Silver Ring,악세서리,0,0,0,10,20000,0,×,전직업,
2612,Flower Ring,악세서리,0,0,0,10,1500,0,×,전직업,
2613,Diamond Ring,악세서리,0,0,0,10,45000,0,×,전직업,
2634,Wedding Ring,악세서리,0,0,0,0,0,0,×,전직업,"skill ""WE_MALE"",1;
skill ""WE_FEMALE"",1;
skill ""WE_CALLPARTNER"",1;
"
2635,Wedding Ring,악세서리,0,0,0,0,0,0,×,전직업,"skill ""WE_MALE"",1;
skill ""WE_FEMALE"",1;
skill ""WE_CALLPARTNER"",1;
"
2636,Gold Christmas Ring,악세서리,0,0,0,10,30000,0,×,전직업,LUK+1
2637,Silver Christmas Ring,악세서리,0,0,0,10,20000,0,×,전직업,LUK+1
2638,Sacred Incense,악세서리,0,0,0,10,20000,0,×,전직업,"STR+1, LUK+1"
2639,Occult Incense,악세서리,0,0,0,10,20000,0,×,전직업,"AGI+1, INT+1"
2640,Kafra Ring,악세서리,1,0,0,20,40000,0,×,All,"STR+1, AGI+1, INT+1, LUK+1, MDEF+1"
2642,Serin's Gold Ring,악세서리,0,0,0,0,20,0,×,전직업,
2643,Serin's Gold Ring,악세서리,0,0,0,10,45000,0,×,전직업,
2644,The Sign,악세서리,0,0,0,0,2,0,×,전직업,"bonus2 bAddClass,Class_All,5;
bonus bMatkRate,5;
"
2646,Bunch of Carnations,악세서리,0,0,0,10,2,0,×,전직업,전스탯+3
2647,Nile Rose,악세서리,0,1,0,10,2,0,×,전직업,MaxHP+10
2658,Nile Rose,악세서리,0,1,0,10,2,0,×,전직업,MaxHP+10
2669,RJC Necklace,악세서리,0,1,0,10,30000,0,×,전직업,MaxSP+10
2672,3rd Anniversary Celebration Ring,악세서리,0,0,0,10,20,0,×,All,
2677,Spiritual Ring,악세서리,0,0,0,10,20,0,×,전직업,"INT+2, DEX+1"
2678,Ring Of Flame Lord,악세서리,0,0,0,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","STR+2, VIT+1"
2679,Ring Of Resonance,악세서리,2,0,0,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","AGI+2, VIT+1, MDEF+2"
2680,Lesser Elemental Ring,악세서리,0,0,0,10,20,0,×,전직업,전스탯+1
2681,Republic Anniversary Ring,악세서리,0,0,0,100,20,0,×,전직업,전스탯+3
2704,Golden Accessories,악세서리,4,0,0,10,20,0,×,전직업,MDEF+4
2705,Golden Accessories,악세서리,4,0,0,10,20,0,×,전직업,"bonus2 bAddMonsterDropItem,12018,500;
"
2706,Arrest Handcuffs,악세서리,0,0,0,0,0,0,×,전직업,
2707,GUSLI,악세서리,0,0,0,10,20,0,×,전직업,
2708,Chinese Handicraft,악세서리,0,0,0,5,0,0,×,전직업,"bonus3 bAutoSpell,""MG_FIREBOLT"",5,300;
"
2709,5th Anniversary Coin,악세서리,0,0,0,0,2,0,×,전직업,"bonus2 bAddClass,Class_All,5;
bonus bMatkRate,5;
"
2710,Bloody Iron Ball,악세서리,0,0,0,0,1,0,×,All,"bonus bBaseAtk,30;
"
2711,Spiritual Ring,악세서리,0,0,0,0,1,0,×,전직업,"INT+2, DEX+2"
2713,Certificate,악세서리,0,0,0,0,0,0,×,전직업,
2714,Marvelous Pendant,악세서리,0,1,0,10,0,0,×,전직업,
2715,Skull Ring,악세서리,0,1,0,10,10000,0,×,전직업,"bonus2 bSubRace,RC_Undead,1;
"
2729,Diabolus Ring,악세서리,0,1,0,5,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","MaxHP+100, MaxSP+100"
2734,Directive,악세서리,1,0,0,0,0,0,×,"노비스, 슈퍼노비스",
2735,Directive,악세서리,1,0,0,0,0,0,×,"노비스, 슈퍼노비스",
2738,Shiny Coin,악세서리,0,0,0,0,0,0,×,전직업,"bonus2 bAddClass,Class_All,6;
bonus bMatkRate,6;
"
2739,Ordinary Coin,악세서리,0,0,0,0,0,0,×,전직업,"bonus2 bAddClass,Class_All,5;
bonus bMatkRate,5;
"
2740,Rusty Coin,악세서리,0,0,0,0,0,0,×,전직업,"bonus2 bAddClass,Class_All,3;
bonus bMatkRate,3;
"
2741,All In One Ring,악세서리,0,0,0,0,20,0,×,전직업,전스탯+1
2751,Academy Of Badge,악세서리,0,0,0,10,0,0,×,전직업,"MaxHP+400, MaxSP+200"
2764,Small Fishing Rod,악세서리,0,0,0,25,10,0,×,전직업,
2765,Novice Figure,악세서리,0,0,0,10,0,0,×,전직업,MaxHP+70
2766,Swordman Figure,악세서리,0,0,0,0,0,0,×,전직업,"VIT+1, DEF+2"
2767,Acolyte Figure,악세서리,0,0,0,0,0,0,×,전직업,"INT+1, MaxSP+50"
2768,Mage Figure,악세서리,0,0,0,0,0,0,×,전직업,INT+1
2769,Archer Figure,악세서리,0,0,0,0,0,0,×,전직업,DEX+1
2770,Thief Figure,악세서리,0,0,0,0,0,0,×,전직업,"AGI+1, ASPD+3%"
2771,Merchant Figure,악세서리,0,0,0,0,0,0,×,전직업,"STR+1, CRIT+5"
2774,Glorious Popularized Ring,악세서리,0,0,0,0,20,0,×,All,전스탯+1
2775,Lure,악세서리,0,0,0,10,20,0,×,전직업,
2776,Adventurer's Trusty Towel,악세서리,0,0,0,10,20,0,×,전직업,
2782,Ring of the Ancient Wise King,악세서리,0,0,0,10,20,0,×,전직업,"MaxHP+50, MaxSP+20"
2786,Spiritual Ring,악세서리,0,0,0,10,20,0,×,전직업,"INT+2, DEX+1"
2799,Kuirpenring,악세서리,0,1,0,10,0,0,×,전직업,MDEF+1
5817,Valentine Pledge,악세서리,3,0,0,0,20,0,×,전직업,"MDEF+3, 전스탯+2"
2628,Novice Armlet,악세서리,0,1,1,20,400,0,×,"노비스, 슈퍼노비스",
2631,Celebration Ring,악세서리,0,0,1,1,1,0,×,전직업,
2655,Bloodied Shackle Ball,악세서리,0,0,1,400,50000,0,×,All,
2656,Armor Charm,악세서리,1,0,1,100,20000,0,×,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",MaxHP+50
2657,Laboratory Permit,악세서리,0,0,1,10,20,0,×,전직업,
2659,Vesper Core 01,악세서리,1,0,1,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","INT+2, MDEF+3"
2660,Vesper Core 02,악세서리,1,0,1,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","STR+3, MDEF+3"
2661,Vesper Core 03,악세서리,1,0,1,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","AGI+3, MDEF+3, FLEE+5"
2662,Vesper Core 04,악세서리,1,0,1,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","DEX+3, MDEF+3, HIT+10"
2666,Lantern of Hope,악세서리,0,0,1,10,20,0,×,전직업,STR+2
2668,Woman Glory,악세서리,0,0,1,50,0,0,×,전직업,
2674,Ring of Honor,악세서리,0,0,1,0,20,0,×,전직업,
2675,Lord Ring,악세서리,0,0,1,1,0,0,×,전직업,전스탯+3
2676,Hunter's Earring,악세서리,0,0,1,30,20,0,×,전직업,"bonus2 bAddMonsterDropItem,7618,100;
"
2688,Critical Ring,악세서리,0,0,1,0,1,0,×,All,CRIT+10
2689,Earring,악세서리,0,0,1,0,1,0,×,All,INT+3
2690,Ring,악세서리,0,0,1,0,1,0,×,All,STR+4
2691,Necklace,악세서리,0,0,1,0,1,0,×,All,VIT+4
2692,Glove,악세서리,0,0,1,0,1,0,×,All,DEX+4
2693,Brooch,악세서리,0,0,1,0,1,0,×,All,AGI+4
2694,Rosary,악세서리,0,0,1,0,1,0,×,All,"LUK+4, MDEF+5"
2695,Safety Ring,악세서리,5,0,1,0,1,0,×,All,MDEF+5
2696,Vesper Core 01,악세서리,1,0,1,0,1,0,×,All,"INT+2, MDEF+3"
2697,Vesper Core 02,악세서리,1,0,1,0,1,0,×,All,"STR+3, MDEF+3"
2698,Vesper Core 03,악세서리,1,0,1,0,1,0,×,All,"AGI+3, MDEF+3, FLEE+5"
2699,Vesper Core 04,악세서리,1,0,1,0,1,0,×,All,"DEX+3, MDEF+3, HIT+10"
2752,Praccsinos,악세서리,0,0,1,0,2,0,×,전직업,"bonus2 bAddClass,Class_All,5;
bonus bMatkRate,5;
"
2753,Beholder Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Formless,15;
"
2754,Hallow Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_undead,15;
"
2755,Clamorous Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Brute,15;
"
2756,Chemical Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Plant,15;
"
2757,Insecticide Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Insect,15;
"
2758,Fischer Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Fish,15;
"
2759,Decussate Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Demon,15;
"
2760,Bloody Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_DemiHuman,15;
"
2761,Satanic Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Angel,15;
"
2762,Dragon Ring,악세서리,0,0,1,0,0,0,×,전직업,"bonus2 bExpAddRace,RC_Dragon,15;
"
2781,Aumdura's Benefit,악세서리,1,1,1,10,0,0,×,전직업,"MDEF+1, 전스탯+1"
2784,Christmas Musicbox,악세서리,0,0,1,10,20,0,×,전직업,"skill ""ALL_WEWISH"",1;
"
2791,Fresh Fish,악세서리,0,1,1,50,20,0,×,전직업,HIT+3
2819,Swordsman Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
2820,Thief Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
2821,Acolyte Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
2822,Archer Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
2823,Merchant Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
2824,Mage Manual,악세서리,0,0,1,10,0,0,×,"노비스, 슈퍼노비스",MaxSP+100
5828,Honor Gold Ring,악세서리,0,0,1,5,0,0,×,전직업,"MDEF+5, 전스탯+1"
5844,Loyal Ring3,악세서리,0,0,1,0,0,0,×,전직업,전스탯+3
2601,Ring,악세서리,0,0,20,10,30000,0,×,All,STR+2
2602,Earring,악세서리,0,0,20,10,30000,0,×,All,INT+2
2603,Necklace,악세서리,0,0,20,10,30000,0,×,All,VIT+2
2604,Glove,악세서리,0,0,20,10,30000,0,×,All,DEX+2
2605,Brooch,악세서리,0,0,20,10,30000,0,×,All,AGI+2
2608,Rosary,악세서리,0,0,20,10,15000,0,×,All,"LUK+2, MDEF+5"
2682,Ring of Water,악세서리,1,0,20,10,20,0,×,All,"bonus2 bSubEle,Ele_Water,5;
"
2683,Ring of Fire,악세서리,1,0,20,10,20,0,×,All,"bonus2 bSubEle,Ele_Fire,5;
"
2684,Ring of Wind,악세서리,1,0,20,10,20,0,×,All,"bonus2 bSubEle,Ele_Wind,5;
"
2685,Ring of Earth,악세서리,1,0,20,10,20,0,×,All,"bonus2 bSubEle,Ele_Earth,5;
"
2627,Belt,악세서리,0,1,25,120,20000,0,×,전직업,
2654,Shinobi Sash,악세서리,1,0,30,30,20000,0,×,"어쌔신, 닌자, 로그, 도둑","STR+1, AGI+1, MDEF+1"
2670,Ring of Longing,악세서리,1,0,30,10,20,0,×,전직업,FLEE+5
2712,Ragnarok Limited Edition,악세서리,0,0,30,30,0,0,×,전직업,"AGI+3, VIT+3, LUK+3"
2777,Shaman Ring,악세서리,0,1,30,10,20,0,×,전직업,"bonus bUseSPrate,-5;
"
2778,Shaman Earrings,악세서리,0,0,30,10,20,0,×,전직업,INT+2
2779,Dark Knight Belt,악세서리,1,0,30,50,20,0,×,전직업,"STR+2, AGI+1"
2648,Morpheus's Ring,악세서리,0,0,33,10,30000,0,×,All,INT+1
2649,Morpheus's Bracelet,악세서리,0,0,33,10,30000,0,×,All,INT+1
2617,Celebrant's Mitten,악세서리,1,0,35,10,2,0,×,All,INT+1
2618,Matyr's Leash,악세서리,1,0,35,10,2,0,×,All,AGI+1
2615,Safety Ring,악세서리,3,0,40,10,75000,0,×,All,MDEF+3
2616,Critical Ring,악세서리,0,0,40,10,75000,0,×,All,CRIT+5
2652,Goddess of Fortune's Cursed Brooch,악세서리,0,0,40,10,20,0,×,전직업,CRIT+6
2673,Warrior's Shining Ring,악세서리,0,0,48,10,0,0,×,All,"bonus bBaseAtk,10;
bonus bSPrecovRate,3;
"
2614,Eye of Dullahan,악세서리,0,0,50,10,90000,0,×,All,"bonus2 bResEff,Eff_Poison,10000;
bonus2 bSubRace,RC_Undead,4;
bonus2 bSubRace,RC"
2641,Fashion Hip Sack,악세서리,0,0,50,70,20,0,×,"알케미스트, 블랙스미스, 상인",STR+2
2703,Expert Ring,악세서리,0,1,50,15,20,0,×,All,"bonus bDelayRate,-5;
bonus bUseSPrate,5;
"
2719,Iron Wrist,악세서리,1,0,50,70,20,0,×,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, 소드맨","bonus2 bSkillAtk,""SM_BASH"",6;
bonus2 bSkillAtk,""MC_MAMMONITE"",6;
"
2645,Moonlight Ring,악세서리,0,0,60,20,40000,0,×,"어쌔신, 닌자, 로그, 도둑",MDEF+2
2665,Exorcising Ring,악세서리,0,0,60,50,20,0,×,"복사, 몽크, 프리스트",MDEF+1
2667,Renown Archer's Gloves,악세서리,0,0,60,30,20,0,×,All,"DEX+1, HIT+5, CRIT+5"
2700,Red Silk Seal,악세서리,0,0,60,10,20,0,×,"크루세이더, 기사, 소드맨",
2788,Bradium Earring,악세서리,0,1,60,20,20,0,×,All,"INT+1, DEX+1"
2789,Bradium Ring,악세서리,0,1,60,20,20,0,×,All,"STR+1, VIT+1"
2790,Bradium Brooch,악세서리,0,1,60,20,20,0,×,All,"AGI+1, FLEE+4, ASPD+2%"
2650,Morrigane's Belt,악세서리,0,0,61,20,30000,0,×,All,CRIT+3
2651,Morrigane's Pendant,악세서리,0,0,61,20,30000,0,×,All,"STR+2, CRIT+3"
2773,Glorious Mass-Production Ring,악세서리,0,0,61,0,20,0,×,All,전스탯+2
2619,Bow Thimble,악세서리,0,0,65,10,10000,0,×,"궁수, BardDancer, 헌터","bonus bLongAtkRate,3;
"
2671,Bow Thimble,악세서리,0,1,65,10,10000,0,×,"궁수, BardDancer, 헌터","bonus bLongAtkRate,3;
"
2718,Lunatic Brooch,악세서리,0,1,65,20,20,0,×,"궁수, BardDancer, 헌터",
2620,Rogue's Treasure,악세서리,0,0,70,10,10000,0,×,"어쌔신, 닌자, 로그, 도둑","HIT+10, FLEE+10, CRIT+10"
2720,Medal of Honor,악세서리,1,0,70,0,20,0,×,"크루세이더, 기사, StarGladiator, 소드맨","HIT+10, MaxHP+500, MaxSP+50"
2721,Medal of Honor,악세서리,1,0,70,0,20,0,×,"어쌔신, 닌자, 로그, 도둑","FLEE+10, MaxHP+300, MaxSP+80"
2722,Medal of Honor,악세서리,1,0,70,0,20,0,×,"복사, 몽크, 프리스트","MDEF+6, MaxHP+600"
2723,Medal of Honor,악세서리,1,0,70,0,20,0,×,"Mage, 세이지, SoulLinker, 위저드","MDEF+6, MaxHP+600"
2724,Medal of Honor,악세서리,1,0,70,0,20,0,×,"궁수, BardDancer, 헌터","MaxHP+300, MaxSP+80, CRIT+10"
2725,Medal of Honor,악세서리,1,0,70,0,20,0,×,"알케미스트, 블랙스미스, 상인","MaxHP+500, MaxSP+50, ASPD+10%"
2726,Icarus Wings,악세서리,0,0,70,10,20,0,×,헌터,"DEX+3, MaxSP+50"
2727,Bowman Scarf,악세서리,0,0,70,20,20,0,×,헌터,"DEX+3, MaxSP+50"
2733,Sheriff Badge,악세서리,1,0,70,0,20,0,×,건슬링거,"MaxHP+300, MaxSP+80, CRIT+10"
2743,Angelic Ring,악세서리,0,0,70,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","INT+2, DEX+1, MDEF+2"
2744,Sprint Ring,악세서리,0,0,70,10,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","bonus bCastrate,-10;
bonus bDelayRate,5;
"
2745,Pinguicula Corsage,악세서리,0,1,70,20,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","MDEF+2, MaxSP+25"
2783,Eye Stone Ring,악세서리,0,1,70,10,20,0,×,전직업,"MaxSP+25, CRIT+2"
2663,Gauntlet of Hit,악세서리,0,0,75,90,20,0,×,전직업,"STR+1, HIT+15"
2664,Belcarf,악세서리,0,0,75,20,20,0,×,All,"INT+1, DEX+2"
2736,Navel Ring,악세서리,0,0,75,10,20,0,×,All,"DEX+3, LUK+3, MDEF+2"
2737,Foot Ring,악세서리,0,0,75,15,20,0,×,All,VIT+3
2787,Waterdrop Brooch,악세서리,0,1,75,20,20,0,×,All,"MDEF+2, MaxHP+80"
2716,Librarian Glove,악세서리,0,1,80,10,20,0,×,"세이지, SoulLinker, 위저드",MaxSP+20
2717,Pocket Watch,악세서리,0,0,80,20,20,0,×,"Mage, 세이지, SoulLinker, 위저드",
2728,Cursed Hand,악세서리,0,1,80,5,20,0,×,All,HIT+10
2730,Seal of Continental Guard,악세서리,0,1,80,5,20,0,×,All,"MaxHP+50, ASPD+3%"
2731,Rune Spellstone,악세서리,0,1,80,5,20,0,×,All,MaxSP+50
2732,Death Loop,악세서리,0,1,80,5,20,0,×,All,CRIT+5
2746,Cold Heart,악세서리,1,0,80,10,20,0,×,어쌔신,AGI+3
2747,Black Cat,악세서리,1,0,80,10,20,0,×,로그,DEX+3
2780,Dark Knight Glove,악세서리,1,0,80,50,20,0,×,전직업,ASPD+2%
2772,Glorious Ring,악세서리,0,0,81,0,20,0,×,All,"MaxHP+300, ASPD+5%"
2748,Cursed Star,악세서리,0,0,84,20,20,0,×,"궁수, BardDancer, 헌터","DEX+2, LUK+-1, MDEF+3"
2621,Ring,악세서리,0,1,90,20,30000,0,×,All,STR+1
2622,Earring,악세서리,0,1,90,20,30000,0,×,All,INT+1
2623,Necklace,악세서리,0,1,90,20,30000,0,×,All,VIT+1
2624,Glove,악세서리,0,1,90,20,30000,0,×,All,DEX+1
2625,Brooch,악세서리,0,1,90,20,30000,0,×,All,AGI+1
2626,Rosary,악세서리,0,1,90,20,15000,0,×,All,"LUK+1, MDEF+3"
2653,Sacrifice Ring,악세서리,0,0,90,10,20,0,×,전직업,
2701,Orleans's Glove,악세서리,0,1,90,10,20,0,×,All,DEX+2
2702,Bison Horn,악세서리,0,1,90,10,20,0,×,All,AGI+2
2749,Linen Glove,악세서리,1,1,90,12,20,0,×,"알케미스트, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 몽크, 프리스트, 로그, 세이지, SoulLinker, StarGladiator, 위저드","AGI+2, DEX+1, MDEF+1"
2785,Orlean's Gloves,악세서리,0,1,90,10,20,0,×,All,DEX+2
2629,Megingjard,악세서리,2,0,94,800,20,0,×,전직업,"STR+40, MDEF+7"
2630,Brisingamen,악세서리,1,0,94,150,20,0,×,전직업,"STR+6, AGI+6, VIT+6, INT+6, LUK+10, MDEF+5"
2763,Neo Skull Ring,악세서리,0,0,95,0,0,0,×,All,"bonus2 bAddClass,Class_All,5;
bonus bMatkRate,5;
bonus bMaxHPrate,5;
bonus2 bSki"
2794,Magic Stone Ring,악세서리,0,1,99,0,0,0,×,"크루세이더, 기사, 소드맨",STR+2
2795,Green Apple Ring,악세서리,0,0,99,0,0,0,×,All,전스탯+6
2796,Rocks,악세서리,0,0,99,20,0,0,×,"Mage, 세이지, SoulLinker, 위저드","bonus2 bAddDamageClass,2047,10;
bonus2 bAddDefMonster,2048,-10;
bonus3 bAddMonst"
2797,Rocks,악세서리,0,0,99,20,0,0,×,"Mage, 세이지, SoulLinker, 위저드","bonus2 bAddDamageClass,2049,10;
bonus2 bAddDefMonster,2050,-10;
bonus3 bAddMonst"
2798,Will Of Exhausted Angel,악세서리,0,0,99,20,0,0,×,"몽크, 프리스트","if (strcharinfo(3) == ""job3_arch02"") {
   bonus2 bAddDefMonster,1761,50;
   bonu"
2800,Accelerator,악세서리,0,1,99,10,100000,0,×,블랙스미스,AGI+2
2801,Hovering Booster,악세서리,0,1,99,200,100000,0,×,블랙스미스,AGI+1
2802,Suicidal Device,악세서리,0,1,99,100,500000,0,×,블랙스미스,
2803,Shape Shifter,악세서리,0,1,99,50,100000,0,×,블랙스미스,INT+3
2804,Cooling Device,악세서리,0,1,99,250,100000,0,×,블랙스미스,DEX+1
2805,Magnetic Field Generator,악세서리,0,1,99,600,100000,0,×,블랙스미스,DEX+1
2806,Barrier Builder,악세서리,3,1,99,800,150000,0,×,블랙스미스,DEX+1
2807,Repair Kit,악세서리,0,1,99,40,200000,0,×,블랙스미스,
2808,Camouflague Generator,악세서리,0,1,99,100,250000,0,×,블랙스미스,AGI+3
2809,High Quality Cooler,악세서리,0,1,99,250,100000,0,×,블랙스미스,DEX+1
2810,Special Cooler,악세서리,0,1,99,250,100000,0,×,블랙스미스,DEX+1
2206,Wedding Veil,상단헤드기어,0,0,0,10,23000,0,○,전직업,MDEF+5
2207,Fancy Flower,상단헤드기어,0,0,0,10,20,0,×,전직업,"bonus2 bSubRace,RC_Plant,10;
"
2208,Ribbon,상단헤드기어,1,0,0,10,800,0,○,전직업,MDEF+3
2209,Ribbon,상단헤드기어,1,1,0,10,800,0,○,전직업,MDEF+3
2210,Hair Band,상단헤드기어,1,0,0,10,500,0,×,전직업,
2211,Bandana,상단헤드기어,1,0,0,10,400,0,○,전직업,
2213,Kitty Band,상단헤드기어,2,0,0,10,20,0,○,전직업,
2214,Bunny Band,상단헤드기어,2,0,0,10,20,0,○,전직업,LUK+2
2215,Flower Band,상단헤드기어,2,0,0,10,20,0,○,전직업,
2216,Biretta,상단헤드기어,4,0,0,10,9000,0,○,"복사, 몽크, 프리스트",
2217,Biretta,상단헤드기어,4,1,0,10,9000,0,○,"복사, 몽크, 프리스트",
2220,Hat,상단헤드기어,2,0,0,20,1000,0,○,전직업,
2221,Hat,상단헤드기어,2,1,0,20,1000,0,○,전직업,
2222,Turban,상단헤드기어,3,0,0,30,4500,0,○,All,
2223,Turban,상단헤드기어,3,1,0,30,4500,0,○,All,
2226,Cap,상단헤드기어,4,0,0,40,12000,0,○,"알케미스트, 궁수, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 상인, 로그, 소드맨, 도둑",
2227,Cap,상단헤드기어,4,1,0,40,12000,0,○,"알케미스트, 궁수, 어쌔신, BardDancer, 블랙스미스, 크루세이더, 헌터, 기사, 상인, 로그, 소드맨, 도둑",
2228,Helm,상단헤드기어,6,0,0,60,44000,0,○,"크루세이더, 기사, 소드맨",
2229,Helm,상단헤드기어,6,1,0,60,44000,0,○,"크루세이더, 기사, 소드맨",
2230,Gemmed Sallet,상단헤드기어,4,0,0,50,50000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",MDEF+3
2231,Gemmed Sallet,상단헤드기어,4,1,0,50,50000,0,○,"알케미스트, 어쌔신, 블랙스미스, 크루세이더, 기사, 상인, 로그, 소드맨, 도둑",MDEF+3
2232,Circlet,상단헤드기어,3,0,0,30,7500,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",MDEF+3
2233,Circlet,상단헤드기어,3,1,0,30,7500,0,○,"복사, Mage, 몽크, 프리스트, 세이지, SoulLinker, 위저드",MDEF+3
2236,Santa Hat,상단헤드기어,1,0,0,10,20,0,○,전직업,"LUK+1, MDEF+1"
2244,Big Ribbon,상단헤드기어,2,0,0,20,15000,0,○,All,MDEF+3
2245,Sweet Gent,상단헤드기어,3,0,0,40,15000,0,○,All,
2247,Romantic Gent,상단헤드기어,3,0,0,40,15000,0,○,All,
2248,Western Grace,상단헤드기어,3,0,0,40,15000,0,○,All,
2249,Coronet,상단헤드기어,3,0,0,30,20,0,○,All,INT+1
2250,Cute Ribbon,상단헤드기어,1,0,0,10,500,0,×,All,MaxSP+20
2251,Monk Hat,상단헤드기어,5,0,0,10,30000,0,○,"복사, 몽크, 프리스트",MDEF+3
2252,Wizard Hat,상단헤드기어,4,0,0,30,20,0,○,"Mage, 세이지, SoulLinker, 위저드",MaxSP+100
2253,Sunflower,상단헤드기어,1,0,0,10,20,0,×,전직업,"bonus2 bSubRace,RC_Insect,10;
"
2254,Angel Wing,상단헤드기어,2,0,0,10,20,0,○,All,"AGI+1, LUK+1, MDEF+3"
2255,Evil Wing,상단헤드기어,3,0,0,10,20,0,○,All,"STR+1, MDEF+2"
2256,Majestic Goat,상단헤드기어,5,0,0,80,20,0,○,"알케미스트, 블랙스미스, 크루세이더, 기사, 상인, StarGladiator, 소드맨, Taekwon",STR+1
2257,Unicorn Horn,상단헤드기어,2,0,0,10,20,0,○,전직업,
2259,Mini Propeller,상단헤드기어,1,0,0,10,20,0,○,전직업,
