ID,이름(영),슬롯,한글이름
5209,Love Dad Cap,상단헤드기어,노란야구모자
5215,Evolved Angel Wing,상단헤드기어,천사의머리띠_
5216,Evolved Evil Wing,상단헤드기어,악마의머리띠_
5217,Evolved Majestic Goat,상단헤드기어,마제_대만
5218,Evolved Bunny Band,상단헤드기어,토끼머리띠_
5219,Evolved Drooping Cat,상단헤드기어,늘어진고양이_
5226,Mini Propeller,상단헤드기어,프로펠라_
5230,Gray Drooping Cat,상단헤드기어,흰색늘어진고양이
5231,Brown Drooping Cat,상단헤드기어,회색늘어진고양이
5232,Pink Drooping Cat,상단헤드기어,분홍늘어진고양이
5233,Blue Drooping Cat,상단헤드기어,파랑늘어진고양이
5234,Yellow Drooping Cat,상단헤드기어,노랑늘어진고양이
5235,Brown Beanie,상단헤드기어,회색털모자
5236,Blue Beanie,상단헤드기어,파랑털모자
5237,Pink Beanie,상단헤드기어,분홍털모자
5238,Red Mage Hat,상단헤드기어,빨강마법사의모자
5239,Gray Mage Hat,상단헤드기어,흰색마법사의모자
5240,Brown Mage Hat,상단헤드기어,회색마법사의모자
5241,Blue Mage Hat,상단헤드기어,파랑마법사의모자
5242,Yellow Mage Hat,상단헤드기어,노랑마법사의모자
5246,Angelic Helm,상단헤드기어,천사의헬름
5247,Satanic Helm,상단헤드기어,악마의헬름
5259,Elephant Hat,상단헤드기어,코끼리모자_
5260,Cookie Hat,상단헤드기어,쿠키모자
5261,Silver Tiara,상단헤드기어,실버티아라_
5262,Golden Tiara,상단헤드기어,골드티아라_
5264,Australian Flag Hat,상단헤드기어,호주국기모자
5267,Sakkat,상단헤드기어,삿갓_C
5270,Autumn Leaves,상단헤드기어,낙엽_
5279,Refined Drooping Cat,상단헤드기어,늘어진고양이_C
5280,Baphomet Horns,상단헤드기어,마제스틱_C
5281,Refined Deviruchi Hat,상단헤드기어,새끼악마모자_C
5282,Europe Baseball Cap,상단헤드기어,유럽야구모자
5290,Drooping Bunny,상단헤드기어,늘어진토끼_
5293,Ramen Hat,상단헤드기어,라면모자
5296,Drooping Nine Tail,상단헤드기어,늘어진구미호_
5297,Soul Wing,상단헤드기어,소울리스윙_
5301,Victory Hairband,상단헤드기어,러시아리본
5303,Flower Crown,상단헤드기어,화관
5306,Freya's Crown,상단헤드기어,프레이야의크라운
5307,Carmen Miranda's Hat,상단헤드기어,열대과일모자
5308,Brazil National Flag Hat,상단헤드기어,브라질국기모자
5310,Shining Electric Bulb Hairband,상단헤드기어,반짝전구머리띠
5311,Large Hisbiscus,상단헤드기어,큰하이비스커스
5312,Ayothaya King's Hat,상단헤드기어,아요타야모자
5318,Poring Party Hat,상단헤드기어,포링파티모자
5320,Champion Wreath,상단헤드기어,챔피언월계관
5321,Bandana Merah Putih,상단헤드기어,인도네시아헤어밴드
5323,Misstrance Crown,상단헤드기어,미스트렌스왕관
5330,kRO Drooping Kitty C,상단헤드기어,한국늘고_C
5331,Corsair C,상단헤드기어,커세어_C
5335,Jumping Poring,상단헤드기어,폴짝이는포링
5347,Ph.D Hat,상단헤드기어,학사모_
5348,Big Ribbon,상단헤드기어,왕리본_
5349,Boy's Cap,상단헤드기어,학생모_
5350,Pirate Bandana,상단헤드기어,해적두건_
5351,Sunflower,상단헤드기어,장식용해바라기_
5354,Muslim Hat M,상단헤드기어,무슬림남자모
5355,Selendang,상단헤드기어,무슬림여자모
5356,Festival Pumpkin Hat,상단헤드기어,호박모자_H
5366,Love Dad Bandana,상단헤드기어,왕의모자
5368,White Wing,상단헤드기어,빛의날개
5369,Dark Wing,상단헤드기어,어둠의날개
5370,Orchid Hairband,상단헤드기어,난초머리띠
5372,Koneko Hat,상단헤드기어,늘어진하얀고양이
5374,Gigantic Majestic Goat,상단헤드기어,대형마제스틱고우트
5376,Flying Evil Wing,상단헤드기어,사타닉체인
5378,Bunny Top Hat,상단헤드기어,토끼귀모자
5380,Fish Head Hat,상단헤드기어,물고기머리모자
5381,Santa Poring Hat,상단헤드기어,산타포링모자
5382,Bell Ribbon,상단헤드기어,방울리본
5390,Frozen Twin Pompom,상단헤드기어,파란양갈래산타모자
5392,Luoyang NewYear Hat,상단헤드기어,뤄양의설날모자
5393,Love Valentine's Hat,상단헤드기어,발렌타인모자
5396,Jasper Crest,상단헤드기어,재스퍼크레스트
5406,Academy Freshman Hat,상단헤드기어,아카데미신입생모자
5407,Academy Completion Hat,상단헤드기어,아카데미1수료모자
5408,Old Bandana,상단헤드기어,낡은두건
5409,Purple Cowboy Hat,상단헤드기어,신카우보이모자
5411,White Snake Hat,상단헤드기어,하얀뱀모자
5413,Pop Corn Hat,상단헤드기어,팝콘모자
5414,Camp Fire Hat,상단헤드기어,캠프파이어모자
5417,Crown Parrots,상단헤드기어,왕관앵무
5418,Legionnaire Hat,상단헤드기어,병정모자
5422,Linguistic Book Hat,상단헤드기어,문자책모자
5423,I Love China,상단헤드기어,알럽차이나모자
5424,Fanta Orange Can Hat,상단헤드기어,환타오렌지캔
5425,Fanta Grape Can Hat,상단헤드기어,환타그레이프캔
5426,Karada Meguricha Hat,상단헤드기어,카라다메구리차모자
5427,Black Tea Kochakaden Hat,상단헤드기어,홍차화전모자
5429,Bogy Cap,상단헤드기어,도깨비모자
5430,Torch Cap,상단헤드기어,성화관
5432,bRO 4th Anniversary Hat,상단헤드기어,브라질4주년모자
5433,Golden Laurel,상단헤드기어,황금월계수
5436,Bride's Corolla,상단헤드기어,신부의화관
5437,Fairy Flower,상단헤드기어,선녀의꽃
5438,Cute Green Ribbon,상단헤드기어,머리끈_녹색
5439,Cute Red Ribbon,상단헤드기어,머리끈_빨강
5440,Cute Blue Ribbon,상단헤드기어,머리끈_파랑
5441,Cute White Ribbon,상단헤드기어,머리끈_하양
5444,Hair Brush,상단헤드기어,머리빗
5446,Catfoot Hairpin,상단헤드기어,고양이발머리핀
5454,Puppy Hat,상단헤드기어,강아지모자_
5455,Decorative Geographer,상단헤드기어,장식용지오그래퍼_
5456,Summer Hat,상단헤드기어,바캉스모자_
5458,Pinwheel Hat,상단헤드기어,바람개비모자
5459,Drooping Bunny,상단헤드기어,늘어진토끼_추석
5464,Zaha Doll Hat,상단헤드기어,자하인형모자
5478,Classic Hat,상단헤드기어,클래식햇
5486,Anniversary Hat,상단헤드기어,일본애니버서리햇
5487,Poring Cake Hat,상단헤드기어,일본포링케이크모자
5488,Twin Santa Hat,상단헤드기어,일본양갈래산타모자
5489,Love Daddy Hat,상단헤드기어,러드대디
5491,Bandit Hat,상단헤드기어,무법자모자
5492,Student Cap,상단헤드기어,학생모_I
5493,Ulle's Cap,상단헤드기어,울캡_I
5499,Pizza Hat,상단헤드기어,피자모자
5503,Magic Rabit Hat,상단헤드기어,토끼마술모자
5506,Blue Night Cap,상단헤드기어,파란파자마모자
5507,Pink Night Cap,상단헤드기어,핑크파자마모자
5508,Shark Hat,상단헤드기어,상어모자
5509,Sting hat,상단헤드기어,스팅모자
5510,Shower Cap,상단헤드기어,샤워캡
5522,Fanta Zero Lemon Hat,상단헤드기어,환타제로레몬모자
5523,Sakura Mist Hat,상단헤드기어,사쿠라미스트모자
5524,Sakura Milk Tea Hat,상단헤드기어,사쿠라밀크티모자
5525,Flower Hat,상단헤드기어,일차화모자
5531,Baby Dragon Hat,상단헤드기어,아기용모자
5535,Side Cap,상단헤드기어,사이드캡
5547,RJC Katusa Flower,상단헤드기어,RJC카츄사
5552,Festival Grand Circlet,상단헤드기어,축제용_로드서클릿
5553,Festival Bunny Band,상단헤드기어,축제용_토끼머리띠
5555,Leaf Cat Hat,상단헤드기어,리프캣모자
5559,Piece Of White Cloth,상단헤드기어,새하얀천조각_E
5561,Magic Rabbit Hat,상단헤드기어,토끼마술모자_J
5573,Dokebi Horn,상단헤드기어,도깨비뿔
5578,Voyage_Hat,상단헤드기어,항해모자
5590,Poring Cake Hat,상단헤드기어,한국포링케이크모자
5681,Green Ribbon,상단헤드기어,F리본_초록
5781,Persika,상단헤드기어,페르시카
5801,Red Tailed Ribbon,상단헤드기어,새색시의리본
5802,Upgraded Elephant Hat,상단헤드기어,개조코끼리모자
5803,Love Flower Hat,상단헤드기어,플라워러브햇
5806,Poet Natalie's Hat,상단헤드기어,나탈리아모자
5809,Boom Boom Hat,상단헤드기어,붐붐모자
5810,Ph.D Hat V,상단헤드기어,학사모_V
5812,Hat Of Expert,상단헤드기어,물전문가모자
5815,Classic Hat,상단헤드기어,클래식햇_J
5816,Purple Cowboy Hat,상단헤드기어,신카우보이모자_J
5818,Carnival Hat,상단헤드기어,카니발모자
5819,Carnival Circlet,상단헤드기어,카니발서클릿
5821,Gold Tulip Hairpin,상단헤드기어,황금튤립머리핀
5822,Love Chick Hat,상단헤드기어,사랑의병아리모자
5826,Valkyrie Helmet,상단헤드기어,발키리에투구
18597,Mercury Riser,상단헤드기어,머큐리의투구
18600,Cat Ear Beret,상단헤드기어,고양이귀베레모
18612,White Musang Hat,상단헤드기어,백무상모자
18613,Black Musang Hat,상단헤드기어,흑무상모자
5001,Headset,상단헤드기어,헤드폰
5106,2nd Anniversary Hat,상단헤드기어,꼬깔모자_인니
5213,Sheila Hairnet,상단헤드기어,검은토끼머리띠
5265,Apple of Archer,상단헤드기어,명사수의사과_C
5266,Bunny Band,상단헤드기어,토끼머리띠_C
5268,Grand Circlet,상단헤드기어,로드서클릿_C
5365,Magnolia Hat,상단헤드기어,계란후라이
5386,Ayam,상단헤드기어,아얌_
5451,RWC 2008 Dragon Helm Gold,상단헤드기어,용투구_금
5452,RWC 2008 Dragon Helm Silver,상단헤드기어,용투구_은
5453,RWC 2008 Dragon Helm Copper,상단헤드기어,용투구_동
5457,Moon Rabbit Hat,상단헤드기어,옥토끼모자
5481,Hermode Cap,상단헤드기어,헤르모즈캡
5519,Peacock Feather,상단헤드기어,공작새깃털
5527,Lunatic Hat,상단헤드기어,루나틱모자
5544,Time Keeper Hat,상단헤드기어,시간의수호자모자
5567,Bright Fury,상단헤드기어,광휘의격노
5572,Savage Babe Hat,상단헤드기어,세비지베베모자
5584,Majestic Evil Horns,상단헤드기어,마제스틱데빌혼
5586,Mosquito Coil,상단헤드기어,모기향
5587,Mosquito Coil,상단헤드기어,모기향_1회용
5600,Brazil Twin Ribbon,상단헤드기어,브라질트윈리본
5603,RTC First Place,상단헤드기어,RWC우승자전용
5604,RTC Second Place,상단헤드기어,RWC준우승자전용
5605,RTC Third Place,상단헤드기어,RWC3등전용
5658,Imp Hat,상단헤드기어,임프모자
5659,Sleeper Hat,상단헤드기어,샌드맨모자
5660,Gryphon Hat,상단헤드기어,그리폰모자
5665,Shaman Hat,상단헤드기어,무속인의모자
5666,Golden Crown,상단헤드기어,금관모자
5668,Weird Pumpkin Hat,상단헤드기어,묘한호박모자
5682,Triangle Rune Cap,상단헤드기어,트라이앵글룬캡
5683,Baphomet Horns,상단헤드기어,복제_마제스틱고우트
5684,Ornate Crown,상단헤드기어,복제_쥬얼크라운
5685,Army Cap,상단헤드기어,복제_프론테라군모
5686,Nice Hat Feather,상단헤드기어,복제_깃털모자
5687,Orc Helm,상단헤드기어,복제_오크족헬름
5691,Sailor's Bandana,상단헤드기어,선장의두건
5692,Sea Cat Hat,상단헤드기어,바다고양이모자
5738,Snowman Hat,상단헤드기어,눈사람모자
5770,Splash Hat,상단헤드기어,찰랑모자
5771,Family Hat,상단헤드기어,패밀리모자
5792,Fish Pin,상단헤드기어,물고기핀
5827,Book File Hat,상단헤드기어,책파일모자
5856,Passion FB Hat,상단헤드기어,열정의축구공모자
5857,Cool FB Hat,상단헤드기어,냉철의축구공모자
5858,Victory FB Hat,상단헤드기어,승리의축구공모자
5859,Glory FB Hat,상단헤드기어,영광의축구공모자
5037,Nut Shell,상단헤드기어,열매껍질
5036,Cross Hat,상단헤드기어,십자머리띠
5139,Hibiscus,상단헤드기어,부용
5140,Charming Ribbon,상단헤드기어,예쁜리본
5183,Bird Nest Hat,상단헤드기어,새둥지모자
5185,Laurel Wreath,상단헤드기어,월계수관
5210,Flapping Angel Wing,상단헤드기어,비상하는천사
5225,Parade Hat,상단헤드기어,마칭햇
5269,Flapping Angel Wing,상단헤드기어,비상하는천사_
5283,Chick Hat,상단헤드기어,병아리모자
5319,Hello Mother Hat,상단헤드기어,파란엔젤링모자
5324,Little Angel Doll,상단헤드기어,리틀엔젤돌
5336,Guildsman Recruiter Hat,상단헤드기어,길드원모집모자
5337,Party Recruiter Hat,상단헤드기어,파티구함모자
5338,Bf Recruiter Hat,상단헤드기어,남친구함모자
5339,Friend Recruiter Hat,상단헤드기어,친구구함모자
5346,Gf Recruiter Hat,상단헤드기어,여친구함모자
5501,Pirate's Pride,상단헤드기어,해적의자존심
5654,Holy Marching Hat,상단헤드기어,신성한마칭햇_J
5741,Eternal Egg Shell,상단헤드기어,영생알껍질모자
5742,Rudolph Santa Hat,상단헤드기어,루돌프산타모
18539,Skull Cap,상단헤드기어,스컬캡
5583,Eden Team Hat,상단헤드기어,낙원단모자
5042,Bao Bao,상단헤드기어,머리포자기
5416,Beer Hat,상단헤드기어,맥주모자
5039,Rainbow Eggshell,상단헤드기어,알록달록알껍질
5029,Spore Hat,상단헤드기어,스포아모자
5211,Dress Hat,상단헤드기어,드레스햇
5252,Drooping Ninetail,상단헤드기어,늘어진구미호
5253,Lif Doll Hat,상단헤드기어,리프인형모자
5254,Deviling Hat,상단헤드기어,데빌링모자
5255,Triple Poring Hat,상단헤드기어,포링겹모자
5256,Valkyrie Feather Band,상단헤드기어,발키리깃털모자
5257,Soul Ring,상단헤드기어,소울리스윙
5277,Yellow Bandana,상단헤드기어,노란색두건
5278,Yellow Ribbon,상단헤드기어,노란색리본
5384,Twin Pompom By JB,상단헤드기어,양갈래산타모자
5385,Yoyo Hat,상단헤드기어,요요모자
5450,Solar Hat,상단헤드기어,태양모자
5540,Freyja SCirclet7,상단헤드기어,프레야영혼서클릿7
5541,Freyja SCirclet30,상단헤드기어,프레야영혼서클릿30
5542,Freyja SCirclet60,상단헤드기어,프레야영혼서클릿60
5543,Freyja SCirclet90,상단헤드기어,프레야영혼서클릿90
5554,Octopus Hat,상단헤드기어,문어모자
5557,Wild Rose Hat,상단헤드기어,와일드로즈모자
18656,Witch's Pumpkin Hat,상단헤드기어,마녀의호박모자
5105,2nd Anniversary Hat,상단헤드기어,케이크모자_
5322,Kerchief,상단헤드기어,스카프
2285,Apple of Archer,상단헤드기어,명사수의사과
5050,Wonder Nutshell,상단헤드기어,신비한열매껍질
5103,Sunflower Hairpin,상단헤드기어,해바라기핀
5137,Alice Doll,상단헤드기어,엘리스모자
5138,Magic Eyes,상단헤드기어,매직아이즈
5141,Marionette Doll,상단헤드기어,마리오넷모자
5182,Puppy Hat,상단헤드기어,강아지모자
5184,Captain's Hat,상단헤드기어,선장의모자
5186,Geographer Band,상단헤드기어,장식용지오그래퍼
5187,Twin Ribbon,상단헤드기어,트윈리본
5212,Satellite Hairband,상단헤드기어,새틀라이트헤어밴드
5284,Water Lily Crown,상단헤드기어,수련왕관
5285,Vane Hairpin,상단헤드기어,풍차비녀
5287,Vacation Hat,상단헤드기어,바캉스모자
5289,Vanilmirth Hat,상단헤드기어,바닐미르스모자
5291,Kettle Hat,상단헤드기어,주전자모자
5302,Flower Lily,상단헤드기어,연꽃모자
5387,Neko Mimi Kafra,상단헤드기어,네코미미카프라
5388,Snake Head Hat,상단헤드기어,뱀머리모자
5431,Chicken Hat,상단헤드기어,꼬꼬댁모자
5477,Brazilian Flag Hat,상단헤드기어,브라질국기두건
5479,Shaman's Hair Decoration,상단헤드기어,샤먼의머리장식
5480,Bijofnil Wings,상단헤드기어,비조프닐날개장식
5497,King Tiger Doll Hat,상단헤드기어,호랑이왕인형모자
5500,Icecream Hat,상단헤드기어,아이스크림모자
5528,Frog King Hat,상단헤드기어,개구리왕자모자
5530,Raven Cap,상단헤드기어,까마귀모자
5558,Luxury Hat,상단헤드기어,사치의모자
5575,Rice Ball Hat,상단헤드기어,주먹밥모자
5824,Fools Day Hat,상단헤드기어,만우절모자
5126,Morpheus's Hood,상단헤드기어,모르피셔스두건
5021,Grief for Greed,상단헤드기어,돈잃은자의마음
5035,Poring Hat,상단헤드기어,포링모자
5334,Flapping Angeling,상단헤드기어,날고싶은엔젤링
5352,Poporing Cap,상단헤드기어,포포링모자
2246,Golden Gear,상단헤드기어,골든헤드기어
5030,Panda Hat,상단헤드기어,팬더곰모자
5112,Super Novice Hat,상단헤드기어,슈노모자
5119,Super Novice Hat,상단헤드기어,슈노모자_
5159,Golden Gear,상단헤드기어,골든헤드기어_
5208,Rideword Hat,상단헤드기어,라이드워드모자
5415,Poring Cake Hat,상단헤드기어,포링케이크모자
5435,Red Minstrel Hat,상단헤드기어,코카콜라모자
2234,Tiara,상단헤드기어,티아라
2235,Crown,상단헤드기어,크라운
5044,Evil Wing Ears,상단헤드기어,악마의날개
5057,Black Cat Ears,상단헤드기어,검은고양이귀
5080,Crown of Ancient Queen,상단헤드기어,여왕의투구
5083,Red Ribbon,상단헤드기어,빨간테일리본
5164,Tiara,상단헤드기어,티아라_
5165,Crown,상단헤드기어,크라운_
5300,Bullock Helm,상단헤드기어,뿔투구모자
5360,Hyuke's Black Cat Ears,상단헤드기어,휘케바인의귀
5404,Blue Ribbon,상단헤드기어,블루리본
5537,Kwati Hat,상단헤드기어,콰티모자
2258,Spiky Band,상단헤드기어,샤프헤드기어
5026,Chef Hat,상단헤드기어,요리사의모자
5033,Raccoon Hat,상단헤드기어,너구리모자
5045,Magician Hat,상단헤드기어,마술사의모자
5059,Teddybear Hat,상단헤드기어,곰돌이모자
5062,Straw Hat,상단헤드기어,밀짚모자
5065,Blue Fish,상단헤드기어,생선모자
5078,Sea-Otter Hat,상단헤드기어,해달모자
5125,Angel's Kiss,상단헤드기어,천사의입맞춤
5129,Bird Nest,상단헤드기어,새둥지
5161,Spiky Band,상단헤드기어,샤프헤드기어_
5188,Wandering Minstrel Hat,상단헤드기어,음유시인모자
5222,Evolved Blue Fish,상단헤드기어,생선모자_
5292,Dragon Skull,상단헤드기어,용의해골
5316,Umbrella Hat,상단헤드기어,우산모자
5317,Fisherman's Hat,상단헤드기어,어부의모자
5333,Radio Antenna,상단헤드기어,전파안테나
5379,Tam,상단헤드기어,벌룬햇
5383,Hunter's Cap,상단헤드기어,헌팅캡
5395,Striped Hat,상단헤드기어,티라야보넷
5496,Dice Hat,상단헤드기어,주사위모자
5518,Gigantic Majestic Goat,상단헤드기어,대형마제스틱고우트2
5690,Red Wing Hat,상단헤드기어,프리스트의모자
5807,October Fest Cap,상단헤드기어,옥토버페스트모자
18595,Horn of Ancient,상단헤드기어,고대인의뿔
5128,Goibne's Helm,상단헤드기어,게브네이투구
5007,Grand Circlet,상단헤드기어,로드서클릿
5031,Mine Hat,상단헤드기어,광산헬멧
5111,Galapago Cap,상단헤드기어,오리모자
5002,Jewel Crown,상단헤드기어,쥬얼크라운
5173,Magistrate Hat,상단헤드기어,사또모자
5174,Ayam,상단헤드기어,아얌
5340,Defolty Doll Hat,상단헤드기어,디포르테인형모자
5341,Glaris Doll Hat,상단헤드기어,글라리스인형모자
5342,Sorin Doll Hat,상단헤드기어,소린인형모자
5343,Telling Doll Hat,상단헤드기어,테일링인형모자
5344,Bennit Doll Hat,상단헤드기어,비닛인형모자
5345,W Doll Hat,상단헤드기어,더블류인형모자
5359,Ship Captain Hat,상단헤드기어,선장모자
5364,Evil Snake Lord Hat,상단헤드기어,흑사왕의모자
5460,Evolved Dragon Skull Hat,상단헤드기어,진화된용의해골
5526,Tanigumi Girl Doll,상단헤드기어,타니아가씨인형
5127,Morrigane's Helm,상단헤드기어,모리아네헬름
5038,Deviruchi Hat,상단헤드기어,새끼악마모자
5227,Red Deviruchi Hat,상단헤드기어,빨강새끼악마모자
5228,Gray Deviruchi Hat,상단헤드기어,흰색새끼악마모자
5229,Brown Deviruchi Hat,상단헤드기어,회색새끼악마모자
5122,Magni's Cap,상단헤드기어,메긴캡
5123,Ulle's Cap,상단헤드기어,울캡
5124,Fricca's Circlet,상단헤드기어,프리카서클릿
5017,Bone Helm,상단헤드기어,본헬름
5066,Succubus Horn,상단헤드기어,서큐버스뿔
5072,Incubus Horn,상단헤드기어,인큐버스뿔
5162,Bone Helm,상단헤드기어,본헬름_
5286,Pecopeco Hairband,상단헤드기어,페코페코머리띠
5363,Helm Of Abyss,상단헤드기어,심연의투구
5442,Necktie,상단헤드기어,넥타이
5443,Statue Of Baby Angel,상단헤드기어,아기천사상
5447,Frog Hat,상단헤드기어,개구리모자
5490,Anubis Helm,상단헤드기어,아누비스투구
5512,Aquarius Diadem,상단헤드기어,보병궁보관
5513,Aquarius Crown,상단헤드기어,보병궁왕관
5514,Pisces Diadem,상단헤드기어,쌍어궁보관
5515,Pisces Crown,상단헤드기어,쌍어궁왕관
5545,Aries Diadem,상단헤드기어,백양궁보관
5546,Aries Crown,상단헤드기어,백양궁왕관
5549,Taurus Diadem,상단헤드기어,금우궁보관
5550,Taurus Crown,상단헤드기어,금우궁왕관
5569,Gemini Diadem,상단헤드기어,쌍자궁보관
5570,Gemini Crown,상단헤드기어,쌍자궁왕관
5581,Cancer Diadem,상단헤드기어,거해궁보관
5582,Cancer Crown,상단헤드기어,거해궁왕관
5653,Darkness Helm,상단헤드기어,다크네스헬름_J
5671,Drooping Morocc Minion,상단헤드기어,늘어진모로크의현신
5805,Victorious Coronet,상단헤드기어,승리자의머리장식품
18596,Sprout Hat,상단헤드기어,새싹모자
5025,Helm of Angel,상단헤드기어,천사의투구
5081,Crown of Mistress,상단헤드기어,미스트레스왕관
5100,Sales Banner,상단헤드기어,세일표지판
5495,Power Of Thor,상단헤드기어,뇌신지력
5560,Bullock Helm,상단헤드기어,뿔투구모자_J
5405,Filir Hat,상단헤드기어,필리르모자
5533,Emperor Wreath,상단헤드기어,황제의월계관_J
5398,Bone Head,상단헤드기어,본헤드
5399,Mandragora Cap,상단헤드기어,만드라고라캡
2201,Sunglasses,중단헤드기어,선글래스
2202,Sunglasses,중단헤드기어,선글래스_
2203,Glasses,중단헤드기어,글래스
2204,Glasses,중단헤드기어,글래스_
2205,Diver Goggles,중단헤드기어,물안경
2212,Eye Patch,중단헤드기어,안대
2239,Monocle,중단헤드기어,외눈안경
2242,Purple Glasses,중단헤드기어,고급선글래스
2243,Geek Glasses,중단헤드기어,스핀글래스
2260,Mini Glasses,중단헤드기어,미니글래스
2263,Zorro Masque,중단헤드기어,의적안대
2276,Angled Glasses,중단헤드기어,도끼눈
2291,Masquerade,중단헤드기어,나비가면
2295,Blinker,중단헤드기어,눈가리개
5006,Machoman's Glasses,중단헤드기어,하트파운데이션
5040,Blush,중단헤드기어,발그레
5101,Takius's Blindfold,중단헤드기어,타키우스눈가리개
5102,Blank Eyes,중단헤드기어,배틀온라인
5104,Dark Blinder,중단헤드기어,검은눈가리개
5154,Father's Sunglasses,중단헤드기어,선글래스_F
5175,Censor Bar,중단헤드기어,익명요청
5244,Elven Blindfold,중단헤드기어,요정의눈가리개
5245,Elven Sunglasses,중단헤드기어,요정의선글래스
5248,Robotic Blindfold,중단헤드기어,로봇의눈가리개
5249,Human Blindfold,중단헤드기어,인간의눈가리개
5250,Robotic Ears,중단헤드기어,로봇귀
5251,Round Ears,중단헤드기어,동그란귀
5288,Red Glasses,중단헤드기어,빨간안경
5326,Masquerade C,중단헤드기어,나비가면_C
5328,Evil Wing Ears C,중단헤드기어,악마날개귀_C
5329,Dark Blindfold C,중단헤드기어,검은눈가리개_C
5397,Scuba Gear,중단헤드기어,스쿠버마스크
5800,Blush of Groom,중단헤드기어,새신랑의수줍음
5804,Pirate Eye Bandage,중단헤드기어,해적의안대
2686,Elven Ears,중단헤드기어,요정의귀_C
5786,Ancient Elven Ear,중단헤드기어,고대요정의귀
5788,3D Glasses,중단헤드기어,3D안경
5793,Ribbon Of Life,중단헤드기어,생명의리본
5794,3D Glasses,중단헤드기어,3D안경_
18503,Small Devil Horns,중단헤드기어,악마의작은뿔
5325,Robo Eye,중단헤드기어,로보아이
5043,Opera Phantom Mask,중단헤드기어,오페라유령가면
18620,Heart Eyepatch,중단헤드기어,하트안대
5389,Angel Spirit,중단헤드기어,천사의유령
5315,Observer,중단헤드기어,옵저버
5085,Small Ribbons,중단헤드기어,양쪽귀밑리본
5221,Evolved Pair of Red Ribbon,중단헤드기어,양쪽귀밑리본_
2296,Binoculars,중단헤드기어,망원경
5516,hawk Eyes,중단헤드기어,호크아이01
5517,Hawk Eyes,중단헤드기어,호크아이02
5014,Fin Helm,중단헤드기어,핀헬름
2286,Elven Ears,중단헤드기어,요정의귀
5068,Evil Wing Ears,중단헤드기어,악마날개귀
5074,Angel Wing Ears,중단헤드기어,천사날개귀
5358,Peco Ears,중단헤드기어,페코페코날개귀
5401,Black Frame Glasses,중단헤드기어,검은뿔테안경
5402,Mischievous Fairy,중단헤드기어,장난꾸러기요정
5421,Ears Of Ifrit,중단헤드기어,이프리트의귀
5664,Filir's Pinions,중단헤드기어,필리르의날개
18507,Elven Ears,중단헤드기어,요정의귀_
5135,Cyclop's Eye,중단헤드기어,사이클롭스아이
5592,Sigrun's Wings,중단헤드기어,사이그룬의날개
2218,Flu Mask,하단헤드기어,마스크
2219,Flu Mask,하단헤드기어,마스크_
2237,Bandit Beard,하단헤드기어,턱수염
2240,Beard,하단헤드기어,수염
2241,Grampa Beard,하단헤드기어,흰수염
2262,Clown Nose,하단헤드기어,광대코
2265,Gangster Mask,하단헤드기어,시위용마스크
2267,Cigarette,하단헤드기어,담배
2268,Pipe,하단헤드기어,파이프담배
2269,Romantic Flower,하단헤드기어,꽃잎
2270,Romantic Leaf,하단헤드기어,풀잎
5004,Oxygen Mask,하단헤드기어,산소마스크
5051,Pussy Cat Bell,하단헤드기어,고양이방울
5107,Crunch Toast,하단헤드기어,토스트
5110,Baby Pacifier,하단헤드기어,젖꼭지
5113,Angry Snarl,하단헤드기어,분노입
5155,Father's White Moustache,하단헤드기어,흰수염_F
5156,Father's Mask,하단헤드기어,마스크_F
5204,Rudolph's Nose,하단헤드기어,이벤트_광대코
5206,Romantic White Flower,하단헤드기어,하얀꽃잎
5220,Evolved Pipe,하단헤드기어,파이프담배_
5305,Pirate Dagger,하단헤드기어,해적의대거
5377,Gentleman's Pipe,하단헤드기어,앤티크담뱃대
5391,Toast,하단헤드기어,토스트_C
5394,Bubblegum,하단헤드기어,풍선껌_하단
5412,Sweet Candy,하단헤드기어,달콤한사탕
5419,Leaves Of Grass,하단헤드기어,진화한잎새
5445,Candy Cane In Mouth,하단헤드기어,입에무는막대사탕
5521,Angry Mouth,하단헤드기어,분노입_C
5532,Pirate Dagger,하단헤드기어,해적의대거_J
5811,Santa's Beard,하단헤드기어,산타수염
2687,Steel Flower,하단헤드기어,꽃잎_C
5536,Spare Card,하단헤드기어,스페어카드
5594,Donut In Mouth,하단헤드기어,입에문도넛
5596,4Leaf Clover In Mouth,하단헤드기어,입에문네잎클로버
5597,Bubble Gum In Mouth,하단헤드기어,입에문풍선껌
5775,Choco Donut In Mouth,하단헤드기어,입에문초코도넛
5796,Cheer Scarf,하단헤드기어,응원스카프
5797,Cheer Scarf2,하단헤드기어,응원스카프2
5798,Cheer Scarf3,하단헤드기어,응원스카프3
5799,Cheer Scarf4,하단헤드기어,응원스카프4
5846,Buzzy Ball Gum,하단헤드기어,버지볼껌
18500,Cheer Scarf6,하단헤드기어,응원스카프6
18501,Cheer Scarf8,하단헤드기어,응원스카프8
18502,Cheer Scarf10,하단헤드기어,응원스카프10
5574,Well-Chewed Pencil,하단헤드기어,입에무는연필
5403,Fish In Mouth,하단헤드기어,입에문물고기
18505,Umbala Spirit,하단헤드기어,움발라의혼
2266,Iron Cain,하단헤드기어,아이언케인
