ID,AegisName,이름(영),MVP,레벨,HP,BaseEXP,JobEXP,ATK(min),ATK(max),DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,크기,종족,속성,속성레벨,사거리,공격딜레이,AI
1142,MARINE_SPHERE,Marine Sphere,,28,3518,461,284,120,320,0,40,0,28,28,0,33,50,소형,식물,물,2,1,1201,
1152,ORC_SKELETON,Orc Skeleton,,28,2278,315,194,190,236,10,10,0,14,18,0,30,15,중형,언데드,불사,1,1,2420,4
1246,COOKIE_XMAS,Christmas Cookie,,28,2090,461,284,140,170,0,50,0,24,30,53,45,100,소형,인간형,성,2,1,1248,17
1258,GOBLIN_ARCHER,Goblin Archer,,28,1750,461,284,89,113,0,0,10,15,20,15,72,20,소형,인간형,독,1,9,1172,5
1462,G_ORC_SKELETON,Orc Skeleton,,28,2278,0,0,190,236,10,10,0,14,18,0,30,15,중형,언데드,불사,1,1,2420,4
1577,G_GOBLIN_ARCHER,Goblin Archer,,28,1750,0,0,89,113,0,0,10,15,20,15,72,20,소형,인간형,독,1,9,1172,5
1619,PORCELLIO,Porcellio,,28,1654,512,346,82,247,0,8,0,31,21,50,54,85,소형,곤충,땅,3,1,720,2
1741,G_COOKIE_XMAS,Christmas Cookie,,28,2090,0,0,140,170,0,50,0,24,30,53,45,100,소형,인간형,성,2,1,1248,4
1904,BOMBPORING,Bomb Poring,,28,1000000,461,284,120,320,100,99,0,28,28,0,33,50,소형,무형,무속성,1,1,1672,13
1028,SOLDIER_SKELETON,Soldier Skeleton,,29,2334,372,226,221,245,10,15,0,15,22,5,40,15,중형,언데드,불사,1,1,2276,4
1121,GIEARTH,Giearth,,29,2252,495,301,154,185,10,50,25,29,46,60,64,105,소형,악마,땅,1,1,1848,17
1562,G_SOLDIER_SKELETON,Soldier Skeleton,,29,2334,0,0,221,245,10,15,0,15,22,5,40,15,중형,언데드,불사,1,1,2276,4
1591,A_LUNATIC,Lunatic,,29,2334,0,0,221,245,10,20,0,15,22,5,40,15,소형,동물,무속성,3,1,1456,4
1026,MUNAK,Munak,,30,2872,601,318,150,230,0,0,0,15,20,5,46,15,중형,언데드,불사,1,1,2468,4
1069,SWORD_FISH,Swordfish,,30,4299,1251,638,168,199,5,20,0,30,30,41,62,30,대형,어류,물,2,1,1968,4
1119,FRILLDORA,Frilldora,,30,2023,529,319,200,239,0,10,35,30,38,15,53,30,중형,동물,불,1,1,1540,4
1169,SKEL_WORKER,Skeleton Worker,,30,2872,397,240,242,288,0,15,0,15,30,5,42,10,중형,언데드,불사,1,1,2420,4
1243,SASQUATCH,Sasquatch,,30,3163,529,319,250,280,5,0,75,25,60,10,34,20,대형,동물,무속성,3,1,1260,21
1400,KARAKASA,Karakasa,,30,3092,489,322,141,183,1,5,0,45,12,20,49,60,중형,무형,무속성,3,1,1638,1
1442,G_SASQUATCH,Sasquatch,,30,3163,0,0,250,280,5,0,75,25,60,10,34,20,대형,동물,무속성,3,1,1260,4
1469,G_SKEL_WORKER,Skeleton Worker,,30,2872,0,0,242,288,0,15,0,15,30,5,42,10,중형,언데드,불사,1,1,2420,4
1544,G_KARAKASA,Karakasa,,30,3092,0,0,141,183,1,5,0,45,12,20,49,60,중형,무형,무속성,3,1,1638,1
1610,A_MUNAK,Munak,,30,2872,0,0,40,50,0,0,0,15,20,5,120,15,중형,언데드,불사,4,1,2468,4
1827,EVENT_SASQUATCH,Sasquatch,,30,3163,0,0,250,280,5,0,75,25,60,10,34,20,대형,동물,무속성,3,1,1260,21
1964,NIGHTMARE_T,Nightmare,,30,2000,512,387,100,200,0,40,0,100,0,0,100,0,대형,동물,유령,3,1,1816,
1016,ARCHER_SKELETON,Archer Skeleton,,31,3040,483,283,128,153,0,0,0,8,14,5,90,5,중형,언데드,불사,1,9,2864,5
1044,OBEAUNE,Obeaune,,31,3952,644,407,141,165,0,40,0,31,31,55,74,85,중형,어류,물,2,1,1872,09
1134,KOBOLD_2,Kobold,,31,2179,806,407,262,324,15,10,0,31,31,20,46,20,중형,인간형,독,2,1,1528,13
1135,KOBOLD_3,Kobold,,31,2179,644,407,186,216,15,10,0,31,31,20,88,20,중형,인간형,불,2,1,1228,13
1144,MARSE,Marse,,31,5034,586,370,211,252,0,5,0,31,25,5,52,30,소형,어류,물,2,1,1956,17
1146,MATYR,Matyr,,31,2585,967,407,134,160,0,0,0,47,38,5,64,5,중형,동물,어둠,1,1,432,09
1177,ZENORC,Zenorc,,31,2585,967,407,188,223,0,15,0,77,15,0,76,10,중형,인간형,어둠,1,1,1180,2
1273,ORC_LADY,Orc Lady,,31,2000,644,407,135,170,10,10,35,42,25,15,69,55,중형,인간형,땅,2,1,1050,21
1420,G_ARCHER_SKELETON,Archer Skeleton,,31,3040,0,0,128,153,0,0,0,8,14,5,90,5,중형,언데드,불사,1,9,2864,4
1425,G_OBEAUNE,Obeaune,,31,3952,0,0,141,165,0,40,0,31,31,55,74,85,중형,어류,물,2,1,1872,4
1452,G_ORC_LADY,Orc Lady,,31,2000,0,0,135,170,10,10,35,42,25,15,69,55,중형,인간형,땅,2,1,1050,4
1460,G_MATYR,Matyr,,31,2585,0,0,134,160,0,0,0,47,38,5,64,5,중형,동물,어둠,1,1,432,4
1546,G_KOBOLD_2,Kobold,,31,2179,0,0,262,324,15,10,0,31,31,20,46,20,중형,인간형,독,2,1,1528,13
1547,G_KOBOLD_3,Kobold,,31,2179,0,0,186,216,15,10,0,31,31,20,88,20,중형,인간형,불,2,1,1228,13
1551,G_MARSE,Marse,,31,5034,0,0,211,252,0,5,0,31,25,5,52,30,소형,어류,물,2,1,1956,17
1582,DEVILING,Deviling,,31,64500,211,412,135,270,5,70,30,50,20,75,77,200,중형,악마,어둠,4,1,1072,21
1782,ROWEEN,Roween,,31,5716,1669,1266,298,377,0,7,51,39,48,18,67,19,중형,동물,바람,1,1,412,7
1794,G_ROWEEN,Roween,,31,5716,0,0,298,377,0,7,51,39,48,18,67,19,중형,동물,바람,1,1,412,20
1970,E_OBEAUNE,Obeune,,31,3952,1288,814,141,165,0,40,0,31,31,55,74,85,중형,어류,물,2,1,1872,
1188,BON_GUN,Bongun,,32,3520,424,242,220,260,0,0,45,15,36,10,48,15,중형,언데드,불사,1,1,1720,09
1279,TRI_JOINT,Tri Joint,,32,2300,386,220,178,206,20,5,0,48,24,10,67,20,소형,곤충,땅,1,1,860,21
1415,BABY_LEOPARD,Baby Leopard,,32,2590,352,201,155,207,0,5,20,44,20,4,49,10,소형,동물,유령,1,2,318,4
1454,G_TRI_JOINT,Tri Joint,,32,2300,0,0,178,206,20,5,0,48,24,10,67,20,소형,곤충,땅,1,1,860,4
1472,G_BON_GUN,Bongun,,32,3520,0,0,220,260,0,0,45,15,36,10,48,15,중형,언데드,불사,1,1,1720,4
1524,G_BABY_LEOPARD,Baby Leopard,,32,2590,0,0,155,207,0,5,20,44,20,4,49,10,소형,동물,유령,1,2,318,4
1611,A_BON_GUN,Bongun,,32,3520,0,0,220,260,0,0,45,15,36,10,48,15,중형,언데드,불사,4,1,1720,09
1110,DOKEBI,Dokebi,,33,2697,889,455,197,249,0,10,50,50,40,35,69,40,소형,악마,어둠,1,1,1156,17
1170,SOHEE,Sohee,,33,5628,739,455,210,251,0,10,0,33,33,10,58,15,중형,악마,물,1,1,2112,17
1282,KOBOLD_ARCHER,Kobold Archer,,33,2560,739,455,155,185,10,5,10,20,15,30,100,25,소형,인간형,불,1,9,1008,5
1404,MIYABI_NINGYO,Miyabi Doll,,33,6300,795,453,250,305,1,20,0,52,15,10,62,15,중형,악마,어둠,1,1,1938,17
1455,G_KOBOLD_ARCHER,Kobold Archer,,33,2560,0,0,155,185,10,5,10,20,15,30,100,25,소형,인간형,불,1,9,1008,4
1491,G_DOKEBI,Dokebi,,33,2697,0,0,197,249,0,10,50,50,40,35,69,40,소형,악마,어둠,1,1,1156,4
1552,G_MIYABI_NINGYO,Miyabi Doll,,33,6300,0,0,250,305,1,20,0,52,15,10,62,15,중형,악마,어둠,1,1,1938,17
1129,HORONG,Horong,,34,1939,786,479,275,327,99,50,0,34,10,0,50,0,소형,무형,불,4,1,1888,13
1165,SAND_MAN,Sandman,,34,3413,810,492,180,205,10,25,24,34,58,38,60,5,중형,무형,땅,3,1,1672,4
1179,WHISPER,Whisper,,34,1796,591,599,180,221,0,45,0,51,14,0,60,0,소형,악마,유령,3,1,1960,09
1185,WHISPER_,Whisper,,34,1796,537,545,198,239,0,45,0,51,14,0,60,0,소형,언데드,유령,1,1,1960,
1186,WHISPER_BOSS,Giant Whisper,,34,5040,537,545,198,239,0,45,0,51,14,0,60,0,소형,악마,유령,2,1,2536,21
1494,KIND_OF_BEETLE,Beetle King,,34,1874,679,442,191,243,45,12,0,34,10,0,40,0,소형,곤충,땅,1,1,1247,3
1558,G_SAND_MAN,Sandman,,34,3413,0,0,180,205,10,25,24,34,58,38,60,5,중형,무형,땅,3,1,1672,4
1578,G_HORONG,Horong,,34,1939,0,0,275,327,99,50,0,34,10,0,50,0,소형,무형,불,4,1,1888,13
1599,G_WHISPER_BOSS,Giant Whisper,,34,5040,0,0,198,239,0,45,0,51,14,0,60,0,소형,악마,유령,2,1,2536,21
1927,WHISPER_H,Whisper,,34,100,0,0,5,10,0,45,0,51,14,0,60,0,소형,악마,유령,3,1,1960,09
1164,REQUIEM,Requiem,,35,3089,800,458,220,272,0,15,0,53,35,5,57,2,중형,인간형,어둠,1,1,1516,4
1248,CRUISER,Cruiser,,35,2820,1100,450,175,215,5,5,0,40,10,10,90,25,중형,무형,무속성,3,7,1296,5
1280,STEAM_GOBLIN,Goblin Steamrider,,35,2490,864,495,234,269,20,5,58,59,32,15,75,25,중형,인간형,바람,2,1,1008,17
1417,ZIPPER_BEAR,Zipper Bear,,35,2901,370,225,248,289,10,5,30,25,55,15,28,25,중형,동물,어둠,1,1,780,17
1443,G_CRUISER,Cruiser,,35,2820,0,0,175,215,5,5,0,40,10,10,90,25,중형,무형,무속성,3,7,1296,4
1468,G_REQUIEM,Requim,,35,3089,0,0,220,272,0,15,0,53,35,5,57,2,중형,인간형,어둠,1,1,1516,4
1620,NOXIOUS,Noxious,,35,2038,698,698,299,400,0,60,12,41,10,30,44,2,중형,무형,유령,3,1,768,4
1045,MARC,Marc,,36,6900,988,625,220,280,5,10,0,36,36,20,56,30,중형,어류,물,2,1,1272,4
1133,KOBOLD_1,Kobold,,36,3893,988,625,265,318,15,10,0,90,36,30,52,20,중형,인간형,바람,2,1,1028,13
1426,G_MARC,Marc,,36,6900,0,0,220,280,5,10,0,36,36,20,56,30,중형,어류,물,2,1,1272,4
1509,LUDE,Lude,,36,3214,392,247,287,451,14,10,0,59,21,18,36,21,소형,언데드,불사,1,2,890,4
1545,G_KOBOLD_1,Kobold,,36,3893,0,0,265,318,15,10,0,90,36,30,52,20,중형,인간형,바람,2,1,1028,13
1628,MOLE,Holden,,36,2209,268,172,52,63,0,5,24,18,23,30,45,5,소형,동물,땅,2,9,140,3
1969,E_MARC,Marc,,36,6900,1976,1250,220,280,5,10,0,36,36,20,56,30,중형,어류,물,2,1,1272,
1041,MUMMY,Mummy,,37,5176,800,602,305,360,0,10,28,19,32,0,63,20,중형,언데드,불사,2,1,1772,4
1393,G_MUMMY,Mummy,,37,5176,0,0,305,360,0,10,28,19,32,0,63,20,중형,언데드,불사,2,1,1772,4
1985,DANDELION,Dandelion Member,,37,5176,0,0,305,360,0,10,28,19,32,0,63,20,중형,인간형,어둠,2,1,1772,21
1032,VERIT,Verit,,38,5272,835,517,389,469,0,5,0,19,38,0,38,20,중형,언데드,불사,1,1,2468,2
1130,JAKK,Jakk,,38,3581,1408,880,315,382,5,30,0,38,38,43,75,45,중형,무형,불,2,1,1180,21
1151,MYST,Myst,,38,3745,1391,688,365,445,0,40,0,38,18,0,53,10,대형,무형,독,1,1,1576,21
1244,JAKK_XMAS,Christmas Jakk,,38,3581,1113,688,315,382,5,30,0,38,38,43,75,45,중형,무형,불,2,1,1180,1
1249,MYSTCASE,Myst Case,,38,3450,1113,688,160,360,5,10,65,50,25,5,48,75,중형,무형,무속성,3,1,1248,17
1261,WILD_ROSE,Wild Rose,,38,2980,1113,688,315,360,0,15,65,85,15,35,65,80,소형,동물,바람,1,1,964,2
1436,G_JAKK,Jakk,,38,3581,0,0,315,382,5,30,0,38,38,43,75,45,중형,무형,불,2,1,1180,4
1553,G_MYST,Myst,,38,3745,0,0,365,445,0,40,0,38,18,0,53,10,대형,무형,독,1,1,1576,21
1586,LEAF_CAT,Leaf Cat,,38,2396,165,1212,266,307,5,19,25,67,12,45,60,29,소형,동물,땅,1,1,960,2
1743,G_MYSTCASE,Myst Case,,38,3450,0,0,160,360,5,10,65,50,25,5,48,75,중형,무형,무속성,3,1,1248,4
1744,G_WILD_ROSE,Wild Rose,,38,2980,0,0,315,360,0,15,65,85,15,35,65,80,소형,동물,바람,1,1,964,4
1789,ICEICLE,Iceicle,,38,10,5,5,241,1082,0,10,0,10,10,10,172,5,소형,무형,물,2,3,1344,10
1826,EVENT_MYST,Myst,,38,3745,0,0,365,445,0,40,0,38,18,0,53,10,대형,무형,독,1,1,1576,21
1926,JAKK_H,Jakk,,38,300,0,0,5,10,5,30,0,38,38,43,75,45,중형,무형,불,2,1,1180,21
1965,M_WILD_ROSE,Wild Rose,,38,4000,0,0,100,145,0,15,0,85,15,35,65,80,소형,동물,바람,1,1,964,
1423,G_GHOUL,Ghoul,,39,5118,0,0,420,500,5,20,0,20,29,0,33,20,중형,언데드,불사,2,1,2456,4
1498,WOOTAN_SHOOTER,Wootan Shooter,,39,3977,886,453,84,105,10,28,15,35,29,15,100,42,중형,인간형,땅,2,10,857,4
1881,LES,Les,,39,3080,1521,912,102,113,0,17,0,33,12,32,52,38,중형,식물,땅,4,1,1728,3
1036,GHOUL,Ghoul,,40,5418,1088,622,420,500,5,20,0,20,29,0,45,20,중형,언데드,불사,2,1,2456,4
1140,MARDUK,Marduk,,40,4214,1238,752,315,382,0,60,0,40,20,79,78,20,대형,인간형,불,1,1,1540,09
1215,STEM_WORM,Stem Worm,,40,6136,1452,939,290,375,5,10,0,30,26,15,79,35,중형,식물,바람,1,2,1500,09
1255,NERAID,Nereid,,40,4120,1126,684,325,360,0,10,0,45,50,5,64,5,소형,동물,땅,1,1,776,21
1256,PEST,Pest,,40,3240,1238,752,375,450,0,5,0,60,22,5,80,5,소형,동물,어둠,2,1,700,21
1277,GREATEST_GENERAL,Greatest General,,40,3632,1238,752,350,400,15,15,0,20,60,55,82,140,중형,무형,불,2,3,1152,10
1440,G_STEM_WORM,Stem Worm,,40,6136,0,0,290,375,5,10,0,30,26,15,79,35,중형,식물,바람,1,2,1500,4
1458,G_MARDUK,Marduk,,40,4214,0,0,315,382,0,60,0,40,20,79,78,20,대형,인간형,불,1,1,1540,4
1508,QUVE,Quve,,40,4559,414,306,299,469,12,12,0,61,24,19,37,24,소형,언데드,불사,1,1,912,4
1541,G_GREATEST_GENERAL,Greatest General,,40,3632,0,0,350,400,15,15,0,20,60,55,82,140,중형,무형,불,2,3,1152,10
1585,MIME_MONKEY,Mime Monkey,,40,6000,200,22,300,350,40,40,0,40,40,40,40,30,중형,식물,물,1,3,1872,2
1592,A_MOBSTER,Gangster,,40,8000,0,0,300,355,20,27,0,50,45,45,73,30,중형,인간형,무속성,1,1,1100,3
1836,MAGMARING,Magmaring,,40,5300,2110,1910,550,700,25,24,40,60,30,10,60,17,소형,무형,불,2,1,1472,2
1099,ARGIOPE,Argiope,,41,4382,1797,849,395,480,30,0,0,41,31,10,56,30,대형,곤충,독,1,1,1792,21
1143,MARIONETTE,Marionette,,41,3222,1078,1276,355,422,0,25,0,62,36,44,69,45,소형,악마,유령,3,1,1480,09
1406,KAPHA,Kapha,,41,7892,2278,1552,399,719,20,38,0,51,49,22,73,45,중형,어류,물,1,3,2012,4
1429,G_ARGIOPE,Argiope,,41,4382,0,0,395,480,30,0,0,41,31,10,56,30,대형,곤충,독,1,1,1792,4
1459,G_MARIONETTE,Marionette,,41,3222,0,0,355,422,0,25,0,62,36,44,69,45,소형,악마,유령,3,1,1480,4
1499,WOOTAN_FIGHTER,Wootan Fighter,,41,4457,1790,833,395,480,30,19,0,41,31,10,45,30,중형,인간형,불,2,1,912,4
1543,G_KAPHA,Kapha,,41,7892,0,0,399,719,20,38,0,51,49,22,73,45,중형,어류,물,1,3,2012,4
1035,HUNTER_FLY,Hunter Fly,,42,5242,1517,952,246,333,25,15,33,105,32,15,72,30,소형,곤충,바람,2,1,676,4
1250,CHEPET,Chepet,,42,4950,1518,946,380,440,0,25,0,72,35,71,65,85,중형,인간형,불,1,1,672,21
1271,ALLIGATOR,Alligator,,42,6962,1379,866,315,360,2,5,0,45,50,10,69,65,중형,동물,물,1,1,1100,17
1422,G_HUNTER_FLY,Hunter Fly,,42,5242,0,0,246,333,25,15,33,105,32,15,72,30,소형,곤충,바람,2,1,676,4
1444,G_CHEPET,Chepet,,42,4950,0,0,380,440,0,25,0,72,35,71,65,85,중형,인간형,불,1,1,672,4
1495,STONE_SHOOTER,Stone Shooter,,42,4104,1238,752,309,350,12,45,0,40,20,79,92,20,중형,식물,불,3,10,2413,4
1621,VENOMOUS,Venomous,,42,4653,1780,1280,422,844,0,49,12,60,17,19,60,0,중형,무형,독,1,1,768,4
1715,NOVUS,Novus,,42,5430,1320,1002,284,384,20,28,0,56,43,45,124,43,소형,드래곤,무속성,1,1,151,4
1776,SIROMA,Siroma,,42,6800,2230,1005,220,440,12,8,33,23,52,11,40,19,소형,무형,물,3,1,432,2
1880,WOOD_GOBLIN,Wood Goblin,,42,6982,2201,1552,600,620,32,3,0,5,45,45,55,155,중형,식물,땅,3,1,2304,1
1037,SIDE_WINDER,Side Winder,,43,4929,1996,993,240,320,5,10,38,43,40,15,115,20,중형,동물,독,1,1,1576,09
1199,PUNK,Punk,,43,3620,1699,1033,292,365,0,45,0,105,5,45,65,20,소형,식물,바람,1,1,1500,09
1214,CHOCO,Choco,,43,4278,1265,1265,315,402,5,5,65,68,55,45,65,25,소형,동물,불,1,1,1500,09
1281,SAGEWORM,Sage Worm,,43,3850,1155,1320,120,280,0,50,0,52,24,88,79,55,소형,동물,무속성,3,1,936,17
1367,BLAZZER,Blazer,,43,8252,3173,1871,533,709,50,40,0,52,50,39,69,40,중형,악마,불,2,2,1732,20
1421,G_ISIS,Isis,,43,4828,0,0,423,507,10,35,38,65,43,30,72,15,대형,악마,어둠,1,1,1384,4
1424,G_SIDE_WINDER,Side Winder,,43,4929,0,0,240,320,5,10,38,43,40,15,115,20,중형,동물,독,1,1,1576,4
1481,G_PUNK,Punk,,43,3620,0,0,292,365,0,45,0,105,5,45,65,20,소형,식물,바람,1,1,1500,4
1598,G_BLAZZER,Blazzer,,43,8252,0,0,533,709,50,40,0,52,50,39,69,40,중형,악마,불,2,2,1732,20
1616,PITMAN,Pitman,,43,5015,1799,1083,290,486,22,26,0,15,5,5,52,36,대형,언데드,땅,2,1,960,17
1625,G_PORCELLIO,Porcellio,,43,5523,1024,693,164,494,0,8,0,31,21,50,64,85,소형,곤충,땅,3,1,720,4
1629,HILL_WIND,Hill Wind,,43,3189,1800,1100,290,480,10,15,21,42,31,50,41,23,중형,동물,바람,3,3,336,4
1694,PLASMA_R,Plasma,,43,5700,2000,1000,300,700,0,30,0,30,5,56,90,30,소형,무형,불,4,3,608,4
1718,NOVUS_,Novus,,43,5830,1411,1100,314,414,24,28,0,60,43,39,119,43,소형,드래곤,무속성,1,1,252,4
1721,DRAGON_EGG,Dragon Egg,,43,18322,6740,0,1,2,78,60,0,0,56,67,0,63,중형,드래곤,무속성,2,0,24,
1843,G_SIDE_WINDER_,Snake Lord's Minion,,43,18,1,1,240,320,100,99,38,43,40,15,115,20,중형,동물,독,1,1,1576,09
1861,E_CHOCO,Choco,,43,4278,1265,1265,315,402,5,5,65,68,55,45,65,25,소형,동물,불,1,1,1500,09
1102,BATHORY,Bathory,,44,5415,2503,1034,198,398,0,60,0,76,24,85,65,15,중형,인간형,어둠,1,1,1504,21
1155,PETIT,Petite,,44,6881,1677,1034,360,427,30,30,0,44,62,55,79,60,중형,드래곤,땅,1,1,1624,09
1465,G_PETIT,Petite,,44,6881,0,0,360,427,30,30,0,44,62,55,79,60,중형,드래곤,땅,1,1,1624,4
1525,G_BATHORY,Bathory,,44,5415,0,0,198,398,0,60,0,76,24,85,65,15,중형,인간형,어둠,1,1,1504,21
1697,PLASMA_B,Plasma,,44,8200,2000,1000,300,700,0,30,0,30,5,73,90,30,소형,무형,물,4,3,608,4
1783,GALION,Galion,,44,32240,10020,3368,336,441,11,12,51,52,59,25,72,32,중형,동물,바람,2,1,864,7
1791,G_GALION,Galion,,44,32240,0,0,336,441,11,12,51,52,59,25,72,32,중형,동물,바람,2,1,864,7
1819,EVENT_BATHORY,Bathory,,44,5415,0,0,198,398,0,60,0,76,24,85,65,15,중형,인간형,어둠,1,1,1504,21
1156,PETIT_,Petite,,45,5747,1758,1075,300,355,20,45,0,113,45,55,73,80,중형,드래곤,바람,1,1,1420,09
1274,MEGALITH,Megalith,,45,5300,1758,1075,264,314,50,25,0,45,60,5,95,5,대형,무형,무속성,4,9,1332,10
1466,G_PETIT_,Petite,,45,5747,0,0,300,355,20,45,0,113,45,55,73,80,중형,드래곤,바람,1,1,1420,4
1680,HILL_WIND_1,Hill Wind,,45,4233,2132,1722,320,510,10,15,21,42,31,50,67,23,중형,동물,바람,3,3,504,4
1793,G_MEGALITH,Megalith,,45,5300,0,0,264,314,50,25,0,45,60,5,95,5,대형,무형,무속성,4,9,1332,21
1109,DEVIRUCHI,Deviruchi,,46,6666,2662,1278,475,560,10,25,0,69,40,55,70,30,소형,악마,어둠,1,1,980,21
1211,BRILIGHT,Brilight,,46,5562,1826,1331,298,383,30,5,0,90,15,10,50,35,소형,곤충,불,1,1,1500,09
1383,EXPLOSION,Explosion,,46,8054,2404,1642,336,447,35,27,0,61,56,50,66,38,소형,동물,불,3,1,1260,4
1402,POISON_TOAD,Poison Toad,,46,6629,1929,1457,288,408,5,10,20,34,19,14,66,55,중형,동물,독,2,3,1148,1
1413,WILD_GINSENG,Hermit Plant,,46,6900,1038,692,220,280,10,20,13,42,36,55,66,30,소형,식물,불,2,1,512,17
1433,G_DEVIRUCHI,Deviruchi,,46,7360,0,0,475,560,10,25,0,69,40,55,87,30,소형,악마,어둠,1,1,980,4
1532,G_EXPLOSION,Explosion,,46,8054,0,0,336,447,35,27,0,61,56,50,66,38,소형,동물,불,3,1,1260,4
1556,G_POISON_TOAD,Poisonous Toad,,46,6629,0,0,288,408,5,10,20,34,19,14,66,55,중형,동물,독,2,3,1148,1
1565,G_WILD_GINSENG,Hermit Plant,,46,6900,0,0,220,280,10,20,13,42,36,55,66,30,소형,식물,불,2,1,512,17
1683,G_POTON_CANON,Photon Cannon,,46,7000,0,0,560,570,5,10,0,36,36,20,56,30,중형,무형,불,2,9,1536,4
1730,R_DEVIRUCHI,Deviruchi,,46,7360,0,0,475,560,10,25,0,69,40,55,87,30,소형,악마,어둠,1,1,980,2
1781,DROSERA,Drosera,,46,7221,2612,1022,389,589,10,13,0,30,27,17,76,41,중형,식물,땅,1,7,864,10
1822,EVENT_DEVIRUCHI,Deviruchi,,46,6666,0,0,475,560,10,25,0,69,40,55,70,30,소형,악마,어둠,1,1,980,21
1928,DEVIRUCHI_H,Deviruchi,,46,500,0,0,5,10,10,25,0,69,40,55,70,30,소형,악마,어둠,1,1,980,21
1029,ISIS,Isis,,47,7003,3709,1550,423,507,10,35,38,65,43,50,66,15,대형,악마,어둠,1,1,1384,09
1108,DEVIACE,Deviace,,47,20090,9988,7207,514,1024,10,20,0,47,62,48,62,25,중형,어류,물,4,1,1680,17
1212,IRON_FIST,Iron Fist,,47,4221,1435,1520,430,590,40,5,0,25,15,10,81,20,중형,곤충,무속성,3,1,1500,09
1403,ANTIQUE_FIRELOCK,Firelock Soldier,,47,3852,1293,1003,289,336,10,10,15,35,29,15,120,42,중형,언데드,불사,2,10,1084,5
1523,G_ANTIQUE_FIRELOCK,Firelock Soldier,,47,3852,0,0,289,336,10,10,15,35,29,15,120,42,중형,언데드,불사,2,10,1084,5
1571,G_DEVIACE,Deviace,,47,19192,0,0,514,674,10,20,0,47,62,48,62,25,중형,어류,물,4,1,1680,17
1695,PLASMA_G,Plasma,,47,7600,2000,1000,300,700,0,30,0,30,5,61,90,30,소형,무형,땅,4,3,608,4
1844,G_ISIS_,Snake Lord's Minion,,47,25,1,1,423,507,100,99,38,65,43,50,66,15,대형,악마,어둠,1,1,1384,09
1065,STROUF,Strouf,,48,11990,3080,2098,200,1250,5,50,0,40,45,92,43,65,대형,어류,물,3,1,1872,4
1253,GARGOYLE,Gargoyle,,48,3950,1650,1650,290,360,10,10,15,61,20,20,126,40,중형,악마,바람,3,9,1020,5
1517,LI_ME_MANG_RYANG,Jing Guai,,48,5920,1643,1643,434,633,23,16,46,51,19,8,57,30,중형,악마,땅,3,1,1120,4
1597,G_GARGOYLE,Gargoyle,,48,3950,0,0,290,360,10,10,15,61,20,20,126,40,중형,악마,바람,3,9,1020,5
1968,E_STROUF,Strouf,,48,11990,6160,4196,200,1250,5,50,0,40,45,92,43,65,대형,어류,물,3,1,1872,
1061,NIGHTMARE,Nightmare,,49,4437,1912,1912,447,529,0,40,0,74,25,15,64,10,대형,악마,유령,3,1,1816,20
1189,ORC_ARCHER,Orc Archer,,49,7440,1729,1787,310,390,10,5,0,44,25,20,125,20,중형,인간형,땅,1,9,1960,09
1427,G_NIGHTMARE,Nightmare,,49,4437,0,0,447,529,0,40,0,74,25,15,64,10,대형,악마,유령,3,1,1816,4
1473,G_ORC_ARCHER,Orc Archer,,49,7440,0,0,310,390,10,5,0,44,25,20,125,20,중형,인간형,땅,1,9,1960,4
1500,PARASITE,Parasite,,49,5188,1098,1453,215,430,10,19,0,40,30,30,90,50,중형,식물,바람,2,8,864,10
1519,CHUNG_E,Green Maiden,,49,23900,2396,993,460,1050,8,15,38,65,43,30,90,15,중형,인간형,무속성,2,1,1728,21
1555,G_PARASITE,Parasite,,49,5188,0,0,215,430,10,19,0,40,30,30,90,50,중형,식물,바람,2,8,864,10
1696,PLASMA_P,Plasma,,49,5900,2000,1000,300,700,0,30,0,30,5,54,90,30,소형,무형,어둠,4,3,608,4
1882,VAVAYAGA,Baba Yaga,,49,7444,2583,2583,255,387,4,29,0,76,24,88,55,18,중형,인간형,물,1,2,1536,4
1963,P_CHUNG_E,New Year Doll,,49,23900,2396,993,460,1050,8,15,38,65,43,30,90,15,중형,인간형,무속성,2,1,1728,21
1101,BAPHOMET_,Baphomet Jr.,,50,8578,2706,1480,487,590,15,25,0,75,55,0,93,45,소형,악마,어둠,1,1,868,21
1431,G_BAPHOMET_,Baphomet Jr.,,50,8578,0,0,487,590,15,25,0,75,55,0,93,45,소형,악마,어둠,1,1,868,4
1493,DRYAD,Dryad,,50,8791,2763,1493,499,589,15,33,0,75,55,0,78,45,중형,식물,땅,4,3,950,4
1587,KRABEN,Kraben,,50,5880,206,1322,125,765,5,42,50,125,0,66,75,50,중형,무형,유령,2,1,1152,09
1615,OBSIDIAN,Obsidian,,50,8812,2799,1802,841,980,35,5,62,32,42,24,61,55,소형,무형,땅,2,1,720,4
1729,R_BAPHOMET_,Baphomet Jr.,,50,8578,0,0,487,590,15,25,0,75,55,0,93,45,소형,악마,어둠,1,1,868,2
1838,KNOCKER,Knocker,,50,7755,2202,4023,889,990,28,50,25,44,50,62,65,60,소형,악마,땅,1,1,1548,17
1848,EVENT_BAPHOMET,Baphomet,,50,45000,1000,1000,1500,3000,10,10,0,60,15,15,160,30,대형,악마,어둠,3,2,768,21
